"","X","Dem_state","Dem_gender","dem_ageG","Dem_edu","Dem_employment","Dem_maritalstatus","Dem_islolation","isoladult","isolkids","TstressW"
"1838",1838,"Veracruz","Mujeres","41 - 50","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","No",22
"1839",1839,"CDMX","Hombres","51 - 60","Posgrado","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",28
"1840",1840,"Querétaro","Mujeres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",17
"1841",1841,"Hidalgo","Hombres","21 - 30","Licenciatura","Estudiante","Casada(o)/en unión libre","En aislamiento","Sí","Sí",23
"1842",1842,"Veracruz","Hombres","51 - 60","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",24
"1843",1843,NA,"Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento",NA,NA,39
"1844",1844,"Guanajuato","Hombres","61 - 70","Posgrado","Retirado-Jubilado","Casada(o)/en unión libre","En aislamiento","Sí","Sí",15
"1845",1845,"Morelos","Mujeres","51 - 60","Posgrado","Retirado-Jubilado","Soltera(o)","En aislamiento","No","No",19
"1846",1846,"Jalisco","Mujeres","21 - 30","Posgrado","Estudiante","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",27
"1847",1847,"Nuevo León","Hombres","21 - 30","Posgrado","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",35
"1848",1848,"Veracruz","Hombres","41 - 50","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",21
"1849",1849,"CDMX","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","No","No",22
"1850",1850,"Veracruz","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",26
"1851",1851,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",29
"1852",1852,"Veracruz","Hombres","21 - 30","Licenciatura","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","Sí",34
"1853",1853,"Veracruz","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",22
"1854",1854,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",31
"1855",1855,"Estado de México","Mujeres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",29
"1856",1856,"Veracruz","Hombres","21 - 30","Licenciatura","Estudiante","Otro/prefiere no decir","La vida sigue con cambios menores","Sí","No",32
"1857",1857,"Chihuahua","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",27
"1858",1858,"Veracruz","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",20
"1859",1859,"CDMX","Mujeres","31 - 40","Posgrado","Estudiante","Soltera(o)","En aislamiento","Sí","No",29
"1860",1860,"CDMX","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",33
"1861",1861,"Puebla","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",30
"1862",1862,"Estado de México","Mujeres","70 o más","Licenciatura","Retirado-Jubilado","Divorciada(o)/viuda(o)","En aislamiento","No","No",34
"1863",1863,"Veracruz","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores",NA,NA,22
"1864",1864,"Estado de México","Mujeres","21 - 30","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí",NA,24
"1865",1865,"CDMX","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No",NA,29
"1866",1866,"Guanajuato","Hombres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",23
"1867",1867,"Guanajuato","Mujeres","51 - 60","Licenciatura","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","No",27
"1868",1868,"Veracruz","Mujeres","31 - 40","Posgrado","Estudiante","Otro/prefiere no decir","En aislamiento","Sí","No",31
"1869",1869,"Nuevo León","Hombres","51 - 60","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",32
"1870",1870,"CDMX","Mujeres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",42
"1871",1871,"Hidalgo","Hombres","21 - 30","Posgrado","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",25
"1872",1872,"Estado de México","Mujeres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",27
"1873",1873,"Veracruz","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",24
"1874",1874,"Veracruz","Mujeres","20 o menos","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",26
"1875",1875,"Veracruz","Hombres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",29
"1876",1876,"Veracruz","Hombres","20 o menos","Bachillerato ","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",22
"1877",1877,"Veracruz","Hombres","51 - 60","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",18
"1878",1878,"Veracruz","Mujeres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",39
"1879",1879,"Veracruz","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",26
"1880",1880,NA,"Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",32
"1881",1881,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",22
"1882",1882,"Oaxaca","Mujeres","41 - 50","Posgrado","Auto empleo","Soltera(o)","En aislamiento","Sí","Sí",32
"1883",1883,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",28
"1884",1884,"Querétaro","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",32
"1885",1885,"Nuevo León","Mujeres","51 - 60","Licenciatura trunca","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",33
"1886",1886,"CDMX","Hombres","61 - 70","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","No","No",10
"1887",1887,"Veracruz","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",13
"1888",1888,"Veracruz","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","La vida sigue con cambios menores","Sí","No",20
"1889",1889,"Oaxaca","Mujeres","20 o menos","Licenciatura","Estudiante","Soltera(o)","En aislamiento en unidad médica o similar","No","No",39
"1890",1890,"Veracruz","Mujeres","21 - 30","Licenciatura trunca","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",23
"1891",1891,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","No","Sí",27
"1892",1892,"Veracruz","Hombres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",34
"1893",1893,"Veracruz","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",20
"1894",1894,"Veracruz","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",24
"1895",1895,"Veracruz","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",35
"1896",1896,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",28
"1897",1897,"Veracruz","Hombres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",15
"1898",1898,"CDMX","Mujeres","51 - 60","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","No","No",27
"1899",1899,"Veracruz","Mujeres","21 - 30","Posgrado","Estudiante","Soltera(o)","En aislamiento","Sí","No",34
"1900",1900,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",30
"1901",1901,"Nayarit","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",13
"1902",1902,"Yucatán","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",17
"1903",1903,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",31
"1904",1904,"Veracruz","Hombres","21 - 30","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",26
"1905",1905,NA,"Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",22
"1906",1906,"San Luis Potosí","Mujeres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",34
"1907",1907,"Veracruz","Hombres","21 - 30","Licenciatura","Estudiante","Soltera(o)","La vida sigue sin cambios","Sí","Sí",35
"1908",1908,"Veracruz","Hombres","20 o menos","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","Sí",21
"1909",1909,"Durango","Mujeres","31 - 40","Posgrado","Empleo de tiempo parcial","Soltera(o)","En aislamiento","No","No",25
"1910",1910,"Veracruz","Hombres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",33
"1911",1911,"Guanajuato","Hombres","61 - 70","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","La vida sigue con cambios menores",NA,"No",17
"1912",1912,"Veracruz","Mujeres","20 o menos","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",29
"1913",1913,"Veracruz","Mujeres","20 o menos","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",21
"1914",1914,"Oaxaca","Hombres","21 - 30","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",24
"1915",1915,"Estado de México","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",28
"1916",1916,"Guerrero","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",35
"1917",1917,"Yucatán","Mujeres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",24
"1918",1918,"Veracruz","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",23
"1919",1919,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",27
"1920",1920,"Puebla","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",24
"1921",1921,"Jalisco","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",31
"1922",1922,"Veracruz","Mujeres","21 - 30","Bachillerato ","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",27
"1923",1923,"Veracruz","Hombres","21 - 30","Licenciatura trunca","Estudiante","Soltera(o)","En aislamiento","Sí","No",42
"1924",1924,"Veracruz","Mujeres","20 o menos","Bachillerato ","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",41
"1925",1925,"CDMX","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",15
"1926",1926,"Veracruz","Hombres","20 o menos","Licenciatura","Estudiante","Soltera(o)","La vida sigue sin cambios","Sí","No",28
"1927",1927,"Nayarit","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",29
"1928",1928,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",25
"1929",1929,"Veracruz","Mujeres","20 o menos","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",32
"1930",1930,"Veracruz","Mujeres","20 o menos","Licenciatura trunca","Estudiante","Soltera(o)","En aislamiento","Sí","No",29
"1931",1931,"Aguascalientes",NA,"51 - 60","Posgrado","Sin empleo","Soltera(o)","En aislamiento","No","No",20
"1932",1932,"Veracruz","Hombres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",22
"1933",1933,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",24
"1934",1934,"Veracruz","Mujeres","41 - 50","Licenciatura trunca","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",28
"1935",1935,"Nayarit","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",26
"1936",1936,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","Sí",24
"1937",1937,"Hidalgo","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","No","Sí",15
"1938",1938,"Estado de México","Mujeres","51 - 60","Licenciatura","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",24
"1939",1939,"Jalisco","Hombres","31 - 40","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",40
"1940",1940,"CDMX","Mujeres",NA,"Posgrado","Retirado-Jubilado","Otro/prefiere no decir","La vida sigue con cambios menores","No","No",27
"1941",1941,"Veracruz","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",26
"1942",1942,"Estado de México","Mujeres","61 - 70","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",14
"1943",1943,"Veracruz","Mujeres","21 - 30","Bachillerato ","Estudiante","Soltera(o)","En aislamiento","Sí","No",36
"1944",1944,"CDMX","Mujeres","51 - 60","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",19
"1945",1945,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",24
"1946",1946,"Nayarit","Hombres","21 - 30","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","No","No",35
"1947",1947,"Veracruz","Hombres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",25
"1948",1948,"Veracruz","Hombres","61 - 70","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","No","No",24
"1949",1949,"Veracruz","Hombres","20 o menos","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",31
"1950",1950,"Nuevo León","Hombres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",26
"1951",1951,"Veracruz","Hombres","21 - 30","Licenciatura","Estudiante","Soltera(o)","La vida sigue sin cambios",NA,NA,34
"1952",1952,"Veracruz","Mujeres","31 - 40","Licenciatura","Empleo de tiempo parcial","Soltera(o)","La vida sigue con cambios menores","Sí","No",36
"1953",1953,"Oaxaca","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","Sí",32
"1954",1954,"Veracruz","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",20
"1955",1955,"Morelos","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",23
"1956",1956,"Veracruz","Mujeres","21 - 30","Licenciatura trunca","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",39
"1957",1957,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",33
"1958",1958,"Guanajuato","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",26
"1959",1959,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",19
"1960",1960,"Nuevo León","Mujeres","51 - 60","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",20
"1961",1961,"Guanajuato","Hombres","61 - 70","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",19
"1962",1962,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Casada(o)/en unión libre","En aislamiento","Sí","Sí",29
"1963",1963,"Veracruz","Mujeres","21 - 30","Licenciatura trunca","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",30
"1964",1964,"CDMX","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",32
"1965",1965,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","Sí",19
"1966",1966,"Morelos","Mujeres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",27
"1967",1967,"Aguascalientes","Mujeres","41 - 50","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","No","No",32
"1968",1968,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",18
"1969",1969,NA,"Mujeres","31 - 40","Licenciatura","Sin empleo","","En aislamiento","Sí","No",40
"1970",1970,"Estado de México","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",22
